	cdi_youngster	hiv_noguerajulian	hiv_lozupone	t1d_alkanani	edd_singh	asd_son	crc_zeller	liv_zhang	ibd_papa	ob_zhu	crc_baxter	cdi_schubert	par_scheperjans	crc_wang	ibd_gevers	nash_zhu	cdi_vincent	ob_ross	asd_kang	art_scher	crc_chen	ob_goodrich	hiv_dinh	noncdi_schubert	ibd_morgan	ob_zupancic	ob_turnbaugh	t1d_mejialeon	ibd_willing	nash_wong
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerofilum		-1.05868611987			-1.6831616529	0.767110932807	1.46142534956			0.115720407032	0.47834412723	-0.603325294981	1.92257973779		-1.20675938371	-1.48496856322	3.07839728551	-2.01377999607	1.96566054169			-0.436124247841	10.3560492943	-2.18239929202				0.11147910546	10.3560492943	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Acetivibrio	0.0	-0.0938804214861					1.7460983433			-12.2039693372	-1.02978602332					-12.2039693372						-0.833227794024								
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Gemmiger	-8.35366430255	-0.142807055666	-1.75134772664	2.33776798049	-0.445065739365		-0.618483945969		-1.89179918095	-1.00197426821	-0.701230882515	0.992918617138	5.22089549825	0.249407052774	-1.47563916336	-2.02739408625	2.2275726429	-0.0953459807087			1.17098861183	0.467088735354	0.456985159276	0.0134500823437	-1.35726772845				-0.443175395178	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Fastidiosipila		-1.92510111518															10.3560492943	-12.2039693372												
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Subdoligranulum	-2.84061266662	1.4507212586	0.265940986598	1.47691745471		-0.0671860142727	1.29708585765	-1.09186242651	-6.02658835103	-1.27262484513	-0.282687006801		0.062255195216		-1.25076462949	0.497171446107			0.477493541722	0.231419511273		-0.0177648638135				-0.0167043059148	-0.16990271235		0.197290288148	-12.2039693372
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ethanoligenens					-1.64193739803	0.570780068449	2.79498984522				-12.2039693372	-2.37029665564	-0.390624611662				-2.12900011436					-1.59063647446	2.7118433263	-4.22337137995	-4.03940846464			2.25975007052		
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Papillibacter		0.243825244207			-0.742040611676		-1.8242107321				-0.455521166386				-3.41320948649							-4.41175374363								
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerotruncus	-12.2039693372	1.37501072271			-0.87779806247	-0.273844627498	3.80121334826	-1.66229889101	-12.2039693372	0.233927338091	0.448357928622				-1.28724452111	0.391050134324		-1.01591488322	-2.3608227783	2.6766736751		-1.02738527287				1.47712922149	-0.486565346031			
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Clostridium_III					-2.38806783244		0.149841533239			-2.81752681098	-0.220275598076	-2.91710387373				-5.20734509924						0.660492784522	-0.694095311931	-3.67830181931	-0.693082970445			-2.07326301404		
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Clostridium_IV	-2.00283046893	-0.0056958411314	0.481568085538	-0.474978027313	-1.60977420708	-0.0756285124645	0.350790702397	-0.698496030876	-1.88073287607	-1.81495315673	0.59747958105	-2.25683490159	0.176430222621		-0.178176575399	-3.07838027047	0.252421371033	-0.568173615825	0.319194414978	-0.695598511816	-1.60960657736	-0.29646315668	2.57755179783	-1.01745030052	-2.5500436905	0.116434753872	-1.28367857343	2.65737165906	-0.259077777552	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Incertae_Sedis_XIII;g__Mogibacterium	10.3560492943	0.0608502892759	3.45988733315		10.3560492943		-0.480934606745			3.01403584965	0.644561173045	5.13979616555			1.79983318319	3.64437014022	-5.14906723254	2.07477709857	0.84998234743	-2.96248826658	0.438871754083	0.209438970565		3.7417678546	10.3560492943		-1.89947981342			
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Incertae_Sedis_XIII;g__Anaerovorax	-12.2039693372	10.3560492943			-1.47525783817	-0.426863188675	1.24589710392	10.3560492943		-2.28264737472	-0.791101684391	-1.8759234861	-0.0409886423805		-0.673652312184	-2.46426171382	-4.08680520767		-0.206782527757	1.33602114128		-0.630374045113	10.3560492943	0.888495025765	-1.03188930555	-1.91594983807	-0.742228028516	3.74714538963	0.0197894960351	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Defluviitaleaceae;g__Defluviitalea	0.0						-0.552715937098				0.398913865739											-1.67834020544								
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Peptostreptococcus	1.29477712828	3.83846144205	10.3560492943		5.9939566354		2.90209270478		-0.221307573848	8.75298101959	5.12543004202	10.3560492943		6.02669481869	3.65193830862	7.10184215041	-2.10091644149				-0.55817908994	2.1454650686		10.3560492943						
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Clostridium_XI	-0.0590424395323	-0.126870480184	-0.966268364608	0.908017252931	-1.22058321081	-0.532163873028	-0.411417201051	-1.24590288579	-0.928581077162	-0.827308951441	-0.126904747399	2.06242667087	-0.944654452037	0.349496446396	1.28061840395	-0.187061666587	1.00512274234	-0.446356272395	-0.759599060783	-1.32623054524	0.61090900703	0.0149886401598		-0.463386281934	-1.59532572148	-0.476636991516	0.601005271363	-2.4202932884	-0.191541525722	
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Coriobacteriales;f__Coriobacteriaceae;g__Eggerthella	0.782946083777	-0.0669753718596		0.294471188767	-0.928872698223	-0.645363431488	2.57090340679		0.408698030375	1.14445914468	0.673780873003	10.3560492943	-0.36076027536		0.486590050837	1.71177869557		-12.2039693372			-0.479223154137	0.480186295686		10.3560492943	-1.6766784948	-2.71184010875	-0.878946454763			
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Coriobacteriales;f__Coriobacteriaceae;g__Slackia		-0.336018089872		10.3560492943	-2.52280775438						0.226298309456				-1.25203153706			-0.699596257426	10.3560492943			0.735516997348					-1.00110160737		3.18755984954	
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Coriobacteriales;f__Coriobacteriaceae;g__Adlercreutzia		1.21155902696			-2.5027713355								-1.6911941059																	
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Coriobacteriales;f__Coriobacteriaceae;g__Gordonibacter		10.3560492943			-0.779303298232		0.941938252958				-0.562146349945				-0.256471548494					-1.2835410024		0.771793903081					-2.50029366001			
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Coriobacteriales;f__Coriobacteriaceae;g__Enterorhabdus	-12.2039693372	-2.64351067612	4.65196118179		-3.02664631195						1.26131427164				10.3560492943							-1.06270172806								
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Coriobacteriales;f__Coriobacteriaceae;g__Olsenella	-7.03855109638	-0.941115402192					0.0887757532854			10.3560492943	-1.45628180387				-2.83169293379	10.3560492943		1.60025746852				-0.745028936974					10.3560492943		8.06843677166	
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Coriobacteriales;f__Coriobacteriaceae;g__Atopobium	4.85253689192	2.01217231639	10.3560492943		3.10851514096		0.191048703634		10.3560492943	3.05073540181	-0.0818625896202	5.324682995			2.77880167051	0.653227126418	5.01899122568					1.67547856241		4.44200722983						
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	1.55846157387	0.16062473023	-0.539216726415	1.53261034537	0.838531172283	1.20509367985	-12.2039693372		0.319397543343	-0.709079534365	0.7007632442				-1.44305232071	-2.03879214249		0.543919246482	-1.50060561559		0.764107399411	0.812562742817				-0.881464326104	1.03882009333		-0.800761511273	
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Corynebacteriaceae;g__Corynebacterium	0.0		1.22454511017				-1.01660244883			2.16820532178	-0.369809197112	-1.2838602943			-0.266469929881	-0.572875549963	2.75870078925					-0.157258216893		-1.20729209981						
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces	3.49929285049	10.3560492943	10.3560492943		2.87369346463		0.219012826043		10.3560492943	2.52852116985	0.475129940411	3.77125909122			1.11738814498	3.28110675935	3.37217918585	-12.2039693372				0.522928249605		3.21774812889						
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Varibaculum	10.3560492943		10.3560492943				-1.77977896075			4.77688574171	-0.845596001643				5.15503620995	4.63514912619	2.60213822065					-0.319295575746								
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Mobiluncus			10.3560492943							5.02261340591	0.149798428028					6.5789712682	-0.783213024571					-1.03351155068								
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium	-1.76748048161	0.530922163491	-0.594195912172	1.78471058112	-1.09598490111	-0.133365556654	-1.78219709529		0.412016834582	-0.681095214823	-0.0791818092988	0.0239759268318		1.33235505382	0.5186937603	-1.9734707198	7.66346545404	-3.43460407016	0.647855853696	1.03490545936	-1.60445958402	0.306059266487		1.59739642437	1.15036561862		0.801771009015	10.3560492943	0.137984616631	-12.2039693372
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter												3.89420362759					3.32489966142							4.24335691161						
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Anaeroplasmatales;f__Anaeroplasmataceae;g__Asteroleplasma		-0.855090890952			-3.09747317901							-0.687922063128												-12.2039693372				0.832840629424	2.89730587397	
k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Cloacibacillus		0.272135751144			-2.55172421668		0.729143446883			10.3560492943	0.915230777611	-3.1064769393	0.574912809377			10.3560492943	-4.11213664167	4.24534645747				0.665184347128		1.88421350936			1.64070689363			
k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Pyramidobacter	10.3560492943	2.08621652247					-0.352544781678	10.3560492943		10.3560492943	3.68372208343	10.3560492943				10.3560492943							4.21001319492	10.3560492943			10.3560492943			
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium												1.26864488294												3.34285879991						
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Bordetella												-12.2039693372												-12.2039693372						
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Comamonas	10.3560492943		10.3560492943		-0.182272465994		0.589223789852			0.0			-12.2039693372		10.3560492943	10.3560492943					10.3560492943							-3.99819191834		
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Roseateles		-0.673899975057										1.71304769085												2.46221249591						
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Oxalobacter	0.0		2.95360037699		-2.02227643381		0.164543574326				0.0811785288458	-12.2039693372	-0.0863801760898									-0.728131990087		-1.67048032745						
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella	4.79874983466	0.806473220431	-0.0708099983274	-0.445473562558	-0.757684608899	0.699041323972	0.582461405596	10.3560492943	-0.277019796829	0.589377796496	-0.750056341765	-2.30809999394	-0.770344062356	0.729848647833	0.792438172439	1.10126602609	-4.06002686915	0.982305966923	-4.44751056991	-0.721455156365		0.422283446576	1.92395532955	-3.8206497777	10.3560492943	-2.21711693944	0.504727204467	0.036903161885	0.671211160212	-12.2039693372
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Parasutterella	-1.07881656363	0.115302234464	-5.87239171357	-0.342296808915	-1.58370653877	-0.373081322851	-1.08090812397	-2.77413124731	1.28282414706	2.66049132839	-0.186506047331	-1.8603035421	0.193218664626	-0.966027900957	4.04814811835	2.8393090328	2.29794501282	1.09985672927	5.02787973613	-0.0504879269265	-2.30267589234	0.50185912066	1.95344296407	-0.696345152501	-0.126021647823		0.811337711756	0.383176770078	0.658577395773	10.3560492943
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria		-3.19123039044			10.3560492943		-1.44032572142	-0.809044534137			1.09637096841				10.3560492943			-12.2039693372				-0.292432792798								
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Eikenella	10.3560492943						10.3560492943				10.3560492943				10.3560492943															
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Aggregatibacter					10.3560492943		3.48745493774					10.3560492943												10.3560492943	10.3560492943					
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus	7.89826479054	1.23966694103	-0.996450962167	1.51191456434	3.54616320516	-1.33090243627	0.326465514774	0.60716973424	2.85838033775	-1.7539503451	-2.43505426874	3.12971908843	-2.55208516657		3.56754668826	-1.4515348939	-0.36914694047	1.67606550355		2.25045355673	-12.2039693372	-0.639697381328		4.34693282604	4.28990598595	-12.2039693372		1.85759332225	-2.35834567996	-12.2039693372
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Aeromonadaceae;g__Aeromonas					10.3560492943		1.60332904129				10.3560492943																		10.3560492943	
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Pantoea	10.3560492943						-2.42399696081				-4.10164357343	10.3560492943										-12.2039693372		10.3560492943						
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Enterobacter	10.3560492943	2.11979189299	4.39902145851				3.16186393935	-12.2039693372	-1.1696539724	1.61013891759	2.98512845139		-2.7786113323	4.55086920763	5.9666380083	3.74843943554			-4.28462569101	4.44280692995	-0.444329990459	0.375565020105								
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Salmonella	10.3560492943	1.23943495939			7.44064804871		-0.401590555221				2.1097464109		-0.104951019209	-1.8354581535	7.04657886136							1.4284915068							-0.152288022111	
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Buttiauxella	10.3560492943											3.91481079062												1.09996391302						
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Cronobacter	10.3560492943				3.88483077852				10.3560492943						-3.57094267066						-12.2039693372		-0.298775667895		1.96533338766					
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Kluyvera		0.110686051594			3.43922584795							7.05480638071												8.03044217453						
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Klebsiella		8.0940255305							6.12269695269				0.290882086046	0.366853261063				-2.56072943371		-6.37132286518	-1.34383391861						0.607205377263		8.71521215201	
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Citrobacter	8.94994738683		-2.54810813847			-2.10508394981	3.61202332481	-12.2039693372		-0.648403898927	-6.24012071347	2.4455489304			3.15374682418	1.49548845199	1.46639015926			1.71620057719		1.82555630478		2.28130977224			1.38907971035			
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Raoultella		3.50667278592			4.36390919646				6.19902132749			5.53539365774												4.37256949302				2.33240217735		
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia/Shigella	4.83789652277	1.06569629283	-0.923518766656	-0.657474021943		1.26213578217	1.89274270099	-4.09144137489	4.41486732422	0.362111228082	0.219856210756		-0.140076856538	1.1990674558	0.0239516851591	3.57752739463		0.535793254476	0.927885856237		1.9601633485	1.02131424298					0.935468136843		0.801337778536	1.12570729061
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Dickeya												10.3560492943												10.3560492943						
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Xenorhabdus												10.3560492943												10.3560492943						
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Proteus	10.3560492943				6.47006673268		0.999233395025	-12.2039693372	10.3560492943		-12.2039693372	7.40904479456			10.3560492943		10.3560492943							7.03453941751						
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Serratia	10.3560492943				10.3560492943		0.0862453775747					2.1977142252					-1.17557621884					-2.03229710945		1.88676380339						
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Yersinia					3.48250640365							6.68794411549					5.19251367025							5.84755102834				10.3560492943	10.3560492943	
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas	10.3560492943	-2.13493838783	10.3560492943		4.85419556317	-0.432058702764	-3.18749256436				-1.53070434315	2.4368857763					7.97487879247	-12.2039693372				-0.838729850552		5.42750931517					-12.2039693372	
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter			1.09002450862		0.814169375311		0.507348554546			0.842590411305	-2.37217645364	-4.53202187418			2.89038102186	2.538253456		-12.2039693372				0.469843750531		-12.2039693372						
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfomicrobiaceae;g__Desulfomicrobium	10.3560492943						0.655225893808			10.3560492943						0.0						0.0632837194314								
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio	-4.71053616154	-0.181177551818	10.3560492943	6.23595019632	-2.20511964583	2.55040051771	2.01337927149			-1.70394301033	0.034837570851	-0.966636876377		0.380699783631	-2.64763213756	-0.587309879767		-0.278138553445	-12.2039693372	-0.789256664713	4.64487880089	-0.655707796083		0.537864307243		0.188251553956	-1.8699713442	-0.607499014951		
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter	10.3560492943	-1.12768516499	-1.57012611283		7.37270060102	10.3560492943	3.43689898958			5.40427177853	3.09067157011	3.68890793792			10.3560492943	5.80325172329	-2.41380505783					0.400120373617		3.57199125477						
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Sediminibacterium												-12.2039693372												-12.2039693372						
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Odoribacter	-2.07847042955	1.60613872987	-2.81182824284	-0.300514153028	-0.592533220411	-0.27640881523	1.21194792256	1.14076964489	-2.122339889	-0.925860620182	0.947649880223	-1.38308251901	0.125000662946	-1.01325695394	-0.221350156679	0.284803268612	-1.82982912407	-0.488458477027	-12.2039693372	-0.305278665394	3.58719587399	-0.191512719699	2.47612929843	-1.34347812372	2.24364822788	-1.27213945869	-0.165944872107	1.36805749912	-0.992814869363	-12.2039693372
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Butyricimonas	-12.2039693372	-0.0112600708365	-0.438700606687	-0.610510324721	-1.4107551747	-1.00947015699	1.96555175693		10.3560492943	2.87521692233	-0.287057537561	-1.99834968197	0.134154826062	-0.0360639014289	-0.700382512022	0.919214782214	2.01206850553	-0.214424387281		-0.167485130481		-0.144758234908	-2.75968056734	-0.9068437232	10.3560492943	10.3560492943	0.576615303697	-0.145479226102	-4.27002759731	-12.2039693372
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Hallella		-1.78863269261	10.3560492943	6.89157533388			-0.182787048329		2.77492045053	3.17654116192	3.03857115297				10.3560492943	4.40225586437		0.804989749655				-0.117782990994								-12.2039693372
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	-6.13199111606	-0.611825827662	1.65472737443	1.42087482824	-1.40236362187	-1.73545376932	-0.510694460019	-1.310208282	2.06094334454	2.50046618254	0.01172138734	-4.47300900538	-3.5714226704	-1.02541848207	-0.99487596155	2.59106839396	-0.637057945428	0.461956238127	-12.2039693372	1.24938313277	-0.808583846285	0.449831370538	0.0583557573578	-2.37023657026	0.428636482361	0.106314074297	1.44472138444	-1.83798773404	-0.309761858602	0.769754249967
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Paraprevotella	10.3560492943	0.828188501493	1.19407313739	-2.42852373072	-2.45529041394	-1.44169895018	0.25983361334	0.669828545372	-1.20031139591	-0.483755997455	-0.434927564439	-0.923304592496	-0.866087471666		2.60722188905	-3.4568189309	0.661562521465	0.0506484175765	-7.56887850436	1.02636157179	10.3560492943	-0.505118737157	1.61009963772	-2.59277391436	2.26575881289	-2.08992284105	0.983678609008	-0.598261828218	-1.08846539918	1.37512280115
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Alloprevotella	-8.28462363878	-0.431790355478	10.3560492943	-12.2039693372	1.06986402138	10.3560492943	0.0860473195892	-12.2039693372		10.3560492943	2.03059118603		2.40753279427		5.33375101863	10.3560492943		1.1189521654		0.424163777168	-12.2039693372	0.288019286099	-1.46252604291		-1.06294625284		-1.29755767593		-3.20237524759	10.3560492943
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Xylanibacter		-2.88189603999						-12.2039693372				-12.2039693372						10.3560492943		2.33464829711	5.91366029592		-0.118876496897	-4.92721533531		-2.09701132415		-1.95982027462		
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	-3.55658726519	1.53945722334	-3.12821232241	-0.697118403553	-1.9818887471	0.841667781684	0.632269037537	0.408840377023	-2.41456399694	-1.4536427024	0.102091954954	-1.01417626378	0.628362435682	-0.627243056755	-0.461845426077	-2.31353527222	1.13504910304	-0.241442491953		-0.378294006453	1.15495598119	-0.29407037706	-0.311311237448	-0.623970703492	-0.135810316026	-2.1793182	-0.88780877468	0.592918222779	-0.920265809837	-0.520849425975
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Anaerorhabdus		0.674261365317					-12.2039693372				0.969328320992				10.3560492943															
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	-1.66528508461	1.39277775912	-1.39960827395	-0.224375638004	-0.163765444039	0.0762862546046	0.694141609394	0.0972837373136	-0.11834146293	0.168351507277	-0.0251584832017	-1.037470719	0.0882345020504	-0.80393735536	0.29303300565	0.110873412629	-0.662348196185	0.0704070184674	-1.13026228282	-0.320958568942	-0.496583807995	0.0993804695473	-0.396481621697	-1.27743496513	0.93668261977	-0.281898746669	-0.171076539716	1.34557935488	-0.05371772475	-0.126410384641
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Barnesiella	-8.81734543025	-0.0243950290225	0.719061479115	-0.969814443713	-2.14862374542	0.173686566684	1.80200296845	0.983574314259	-2.75120029381	-3.08155862685	-0.386657595084	-2.74559178456	0.655769377821		-0.482272554664	-3.12794119901	-0.215932821873	-1.11343060245	0.295428167368	0.739510933846		0.100175616121	0.573789194705	-1.82048087319	0.570637320941		-1.19687730736	-0.599087758062	0.0898474649339	10.3560492943
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides	-4.32013493678	1.02191356002	-1.40923480829	0.301639701566	-1.14711867151	0.222619454835	0.725399457921	1.41103635898	-1.58872912057	0.254347080132	-0.00317076944484	-0.209102229558	0.295114831315	1.00503491901	-0.356734014243	-0.251979104164	-0.130595922263	0.103196027617	0.36959690837	-0.481111218428	2.21329117368	-0.03691696711	0.950768506223	-0.782342785051	0.986979064371	0.170601041635	-0.902893953241	0.283072664695	0.241914703173	0.736025285305
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Dysgonomonas	10.3560492943											2.98206681448												0.0738432940469						
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas	0.0	1.36752766658	2.02000539821	10.3560492943	10.3560492943		5.70336114782			4.6057232769	8.010215052	1.97433135274		10.3560492943	10.3560492943	4.24418018236	-0.407178559498				4.8081707833	0.565965932379		-2.0759771563						
k__Bacteria;p__Candidatus_Saccharibacteria;c__;o__;f__;g__Saccharibacteria_genera_incertae_sedis		-2.17313748482									0.76292206374																			
k__Bacteria;p__Verrucomicrobia;c__Subdivision5;o__;f__;g__Subdivision5_genera_incertae_sedis		-1.37426248041																												
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter		-1.22594252647	10.3560492943	4.60820181936			0.843316881112				0.535607362429	-3.97615404172			-2.9185305327		-12.2039693372					-0.794180531449		-1.38246799484	10.3560492943					
