study	taxonomic_level	taxa_or_feature	no_difference	group_lower	group_higher	qval	method	multi_comp	multi_comp_method
ibd_gevers	OTU	f__Streptococcaceae;g__;s__		cd	control	0.078952736	maaslin	yes	
ibd_gevers	OTU	c__Bacilli;o__;f__;g__;s__		cd	control	0.065850191	maaslin	yes	
ibd_gevers	OTU	o__Lactobacillales;f__;g__;s__		cd	control	0.053603033	maaslin	yes	
ibd_gevers	species_metagenomics	g__Escherichia;s__coli		control	cd				
ibd_gevers	species_metagenomics	g__Fusobacterium;s__nucleatum		control	cd				
ibd_gevers	species_metagenomics	g__Haemophilus;s__parainfluenzae		control	cd				
ibd_gevers	species_metagenomics	g__Veillonella;s__parvula		control	cd				
ibd_gevers	species_metagenomics	g__Eikenella;s__corrodens		control	cd				
ibd_gevers	species_metagenomics	g__Gemella;s__moribillum		control	cd				
ibd_gevers	species_metagenomics	g__Bacteroides;s__vulgatus		cd	control				
ibd_gevers	species_metagenomics	g__Bacteroides;s__caccae		cd	control				
ibd_gevers	species_metagenomics	g__Bifidobacterium;s__bifidum		cd	control				
ibd_gevers	species_metagenomics	g__Bifidobacterium;s__longum		cd	control				
ibd_gevers	species_metagenomics	g__Bifidobacterium;s__adolescentis		cd	control				
ibd_gevers	species_metagenomics	g__Bifidobacterium;s__dentum		cd	control				
ibd_gevers	species_metagenomics	g__Blautia;s__hansenii		cd	control				
ibd_gevers	species_metagenomics	g__Ruminococcus;s__gnavus		cd	control				
ibd_gevers	species_metagenomics	g__Clostdridium;s__nexile		cd	control				
ibd_gevers	species_metagenomics	g__Faecalibacterium;s__prausnitzii		cd	control				
ibd_gevers	species_metagenomics	g__Ruminococcus;s__torques		cd	control				
ibd_gevers	species_metagenomics	g__Clostridium;s__bolteae		cd	control				
ibd_gevers	species_metagenomics	g__Eubacterium;s__rectale		cd	control				
ibd_gevers	species_metagenomics	g__Roseburia;s__intestinalis		cd	control				
ibd_gevers	species_metagenomics	g__Coprococcus;s__comes		cd	control				
ibd_eng	phylum	p__Firmicutes		control	ccd			yes	benjamini_hochberg
ibd_eng	phylum	p__Fusobacteria		control	icd			yes	benjamini_hochberg
ibd_eng	phylum	p__Fusobacteria		ccd	control			yes	benjamini_hochberg
ibd_eng	phylum	p__Proteobacteria		control	icd			yes	benjamini_hochberg
ibd_eng	phylum	p__Tenericutes		icd	control			yes	benjamini_hochberg
ibd_eng	phylum	p__Tenericutes		control	ccd			yes	benjamini_hochberg
ibd_eng	phylum	p__Tenericutes		uc	control			yes	benjamini_hochberg
ibd_eng	class	c__Actinobacteria		control	ccd			yes	benjamini_hochberg
ibd_eng	class	c__Coriobacteridae		control	ccd			yes	benjamini_hochberg
ibd_eng	class	c__Clostridia		icd	control			yes	benjamini_hochberg
ibd_eng	class	c__Clostridia		control	ccd			yes	benjamini_hochberg
ibd_eng	class	c__Bacilli		control	icd			yes	benjamini_hochberg
ibd_eng	class	c__Fusobacteria		control	icd			yes	benjamini_hochberg
ibd_eng	class	c__Fusobacteria		ccd	control			yes	benjamini_hochberg
ibd_eng	class	c__Gammaproteobacteria		control	icd			yes	benjamini_hochberg
ibd_eng	class	c__Alphaproteobacteria		ccd	control			yes	benjamini_hochberg
ibd_eng	class	c__Mollicutes		icd	control			yes	benjamini_hochberg
ibd_eng	class	c__Mollicutes		control	ccd			yes	benjamini_hochberg
ibd_eng	class	c__Mollicutes		uc	control			yes	benjamini_hochberg
ibd_eng	order	o__Bifidobacteriales		control	ccd			yes	benjamini_hochberg
ibd_eng	order	o__Coriobacteriales		control	ccd			yes	benjamini_hochberg
ibd_eng	order	o__Clostridiales		icd	control			yes	benjamini_hochberg
ibd_eng	order	o__Clostridiales		control	ccd			yes	benjamini_hochberg
ibd_eng	order	c__Clostridia;o__		icd	control			yes	benjamini_hochberg
ibd_eng	order	c__Clostridia;o__		ccd	control			yes	benjamini_hochberg
ibd_eng	order	o__Lactobacillales		control	icd			yes	benjamini_hochberg
ibd_eng	order	o__Fusobacteriales		control	icd			yes	benjamini_hochberg
ibd_eng	order	o__Fusobacteriales		ccd	control			yes	benjamini_hochberg
ibd_eng	order	o__Enterobacteriales		control	icd			yes	benjamini_hochberg
ibd_eng	order	c__Alphaproteobacteria;o__		ccd	control			yes	benjamini_hochberg
ibd_eng	family	f__Bifidobacteriaceae		control	ccd			yes	benjamini_hochberg
ibd_eng	family	f__Coriobacteriaceae		control	ccd			yes	benjamini_hochberg
ibd_eng	family	o__Bacteroidales;f__		icd	control			yes	benjamini_hochberg
ibd_eng	family	o__Bacteroidales;f__		ccd	control			yes	benjamini_hochberg
ibd_eng	family	f__Ruminococcaceae		icd	control			yes	benjamini_hochberg
ibd_eng	family	f__Ruminococcaceae		control	ccd			yes	benjamini_hochberg
ibd_eng	family	f__Peptococcaceae		icd	control			yes	benjamini_hochberg
ibd_eng	family	o__Clostridiales;f__		icd	control			yes	benjamini_hochberg
ibd_eng	family	f__Lactobacillaceae		control	icd			yes	benjamini_hochberg
ibd_eng	family	f__Streptococcaceae		uc	control			yes	benjamini_hochberg
ibd_eng	family	f__Fusobacteriaceae		control	icd			yes	benjamini_hochberg
ibd_eng	family	f__Fusobacteriaceae		ccd	control			yes	benjamini_hochberg
ibd_eng	family	f__Aeromonadaceae		control	icd			yes	benjamini_hochberg
ibd_eng	family	f__Enterobacteriaceae		control	icd			yes	benjamini_hochberg
ibd_eng	family	f__Anaeroplasmataceae		icd	control			yes	benjamini_hochberg
ibd_eng	family	f__Anaeroplasmataceae		control	ccd			yes	benjamini_hochberg
ibd_eng	family	f__Anaeroplasmataceae		uc	control			yes	benjamini_hochberg
ibd_eng	genus	g__Bifidobacterium		control	ccd			yes	benjamini_hochberg
ibd_eng	genus	g__Collinsella		control	ccd			yes	benjamini_hochberg
ibd_eng	genus	f__Porphyromonadaceae;g__		icd	control			yes	benjamini_hochberg
ibd_eng	genus	f__Porphyromonadaceae;g__		control	uc			yes	benjamini_hochberg
ibd_eng	genus	g__Hallella		ccd	control			yes	benjamini_hochberg
ibd_eng	genus	g__Prevotella		uc	control			yes	benjamini_hochberg
ibd_eng	genus	g__Roseburia		icd	control			yes	benjamini_hochberg
ibd_eng	genus	f__Lachnospiraceae;g__		icd	control			yes	benjamini_hochberg
ibd_eng	genus	g__Ruminococcaceae_incertae_sedis		icd	control			yes	benjamini_hochberg
ibd_eng	genus	g__Faecalibacterium		icd	control			yes	benjamini_hochberg
ibd_eng	genus	g__Facebalibacterium		control	ccd			yes	benjamini_hochberg
ibd_eng	genus	g__Ruminococcus		control	ccd			yes	benjamini_hochberg
ibd_eng	genus	f__Ruminococcaceae;g__		icd	control			yes	benjamini_hochberg
ibd_eng	genus	f__Ruminococcaceae;g__		control	ccd			yes	benjamini_hochberg
ibd_eng	genus	g__Anaerovorax		control	icd			yes	benjamini_hochberg
ibd_eng	genus	g__Peptococcus		icd	control			yes	benjamini_hochberg
ibd_eng	genus	g__Acidaminococcus		control	icd			yes	benjamini_hochberg
ibd_eng	genus	g__Veillonella		control	icd			yes	benjamini_hochberg
ibd_eng	genus	g__Veillonella		ccd	control			yes	benjamini_hochberg
ibd_eng	genus	g__Catenibacterium		uc	control			yes	benjamini_hochberg
ibd_eng	genus	g__Lactobacillus		control	icd			yes	benjamini_hochberg
ibd_eng	genus	g__Lactococcus		ccd	control			yes	benjamini_hochberg
ibd_eng	genus	g__Streptococcus		uc	control			yes	benjamini_hochberg
ibd_eng	genus	g__Fusobacterium		control	icd			yes	benjamini_hochberg
ibd_eng	genus	g__Fusobacterium		ccd	control			yes	benjamini_hochberg
ibd_eng	genus	g__Aeromonas		control	icd			yes	benjamini_hochberg
ibd_eng	genus	g__Citrobacter		control	icd			yes	benjamini_hochberg
ibd_eng	genus	g__Shigella		control	icd			yes	benjamini_hochberg
ibd_eng	genus	f__Enterobacteriaceae;g__		control	icd			yes	benjamini_hochberg
ibd_eng	genus	g__Asteroleplasma		icd	control			yes	benjamini_hochberg
ibd_eng	genus	g__Asteroleplasma		control	ccd			yes	benjamini_hochberg
ibd_eng	genus	g__Asteroleplasma		uc	control			yes	benjamini_hochberg
ibd_alm	phylum	p__Proteobacteria		ibd	control	<0.001	kruskal_wallis	yes	FDR
ibd_alm	phylum	p__Verrucomicrobia		ibd	control	0.001	kruskal_wallis	yes	FDR
ibd_alm	class	c__Gammaproteobacteria		control	ibd	<0.001	kruskal_wallis	yes	FDR
ibd_alm	class	c__Verrucomicrobia		ibd	control	0.001	kruskal_wallis	yes	FDR
ibd_alm	order	o__Enterobacteriales		control	ibd	<0.001	kruskal_wallis	yes	FDR
ibd_alm	order	o__Verrocumicrobiales		ibd	control	0.001	kruskal_wallis	yes	FDR
ibd_alm	family	f__Rikenellaceae		ibd	control	<0.00001	kruskal_wallis	yes	FDR
ibd_alm	family	f__Porphyromonadaceae		ibd	control	<0.001	kruskal_wallis	yes	FDR
ibd_alm	family	f__Incertae_sedis_xiii		ibd	control	<0.001	kruskal_wallis	yes	FDR
ibd_alm	family	f__Enterobacteriaceae		control	ibd	<0.001	kruskal_wallis	yes	FDR
ibd_alm	family	f__Verrucomicrobiaceae		ibd	control	0.001	kruskal_wallis	yes	FDR
ibd_alm	family	f__Peptococcaceae		ibd	control	<0.01	kruskal_wallis	yes	FDR
ibd_alm	genus	g__Alistipes		ibd	control	<0.00001	kruskal_wallis	yes	FDR
ibd_alm	genus	g__Subdoligranulum		ibd	control	<0.00001	kruskal_wallis	yes	FDR
ibd_alm	genus	g__Anaerovorax		ibd	control	1.00E-05	kruskal_wallis	yes	FDR
ibd_alm	genus	g__Oscillibacter		ibd	control	<0.001	kruskal_wallis	yes	FDR
ibd_alm	genus	g__Parabacteroides		ibd	control	0.001	kruskal_wallis	yes	FDR
ibd_alm	genus	g__Escherichia-Shigella		control	ibd	0.001	kruskal_wallis	yes	FDR
ibd_alm	genus	g__Odoribacter		ibd	control	1.00E-03	kruskal_wallis	yes	FDR
ibd_alm	genus	g__Ruminococcus		ibd	control	1.00E-03	kruskal_wallis	yes	FDR
ibd_alm	genus	g__Butyricicoccus		ibd	control	1.00E-03	kruskal_wallis	yes	FDR
ibd_alm	genus	g__Akkermansia		ibd	control	1.00E-03	kruskal_wallis	yes	FDR
ibd_alm	genus	g__Anaerotruncus		ibd	control	1.00E-03	kruskal_wallis	yes	FDR
ibd_alm	genus	g__Sporobacter		ibd	control	<0.01	kruskal_wallis	yes	FDR
ibd_alm	genus	g__Phascolarctobacterium		ibd	control	<0.01	kruskal_wallis	yes	FDR
ibd_alm	genus	g__Lawsonia		ibd	control	<0.01	kruskal_wallis	yes	FDR
ibd_alm	genus	g__Ethanoligenens		ibd	control	<0.01	kruskal_wallis	yes	FDR
ibd_alm	genus	g__Peptococcus		ibd	control	<0.01	kruskal_wallis	yes	FDR
ibd_alm	phylum	p__Bacteroidetes		uc	cd		kruskal_wallis		
ibd_alm	phylum	p__Verrucomicrobia		uc	cd		kruskal_wallis		
ibd_alm	class	c__Bacteroidia		uc	cd		kruskal_wallis		
ibd_alm	class	c__Verrucomicrobia		uc	cd		kruskal_wallis		
ibd_alm	class	c__Bacilli		cd	uc		kruskal_wallis		
ibd_alm	class	c__Gammaproteobacteria		cd	uc		kruskal_wallis		
ibd_alm	order	o__Bacteroidales		uc	cd		kruskal_wallis		
ibd_alm	order	o__Verrocumicrobiales		uc	cd		kruskal_wallis		
ibd_alm	order	o__Lactobacillales		cd	uc		kruskal_wallis		
ibd_alm	family	f__Eubacteriaceae		uc	cd		kruskal_wallis		
ibd_alm	family	f__Bacteroidaceae		uc	cd		kruskal_wallis		
ibd_alm	family	f__Verrucomicrobiaceae		uc	cd		kruskal_wallis		
ibd_alm	genus	g__Eubacterium		uc	cd		kruskal_wallis		
ibd_alm	genus	g__Bacteroides		uc	cd		kruskal_wallis		
ibd_alm	genus	g__Parasutterella		uc	cd		kruskal_wallis		
ibd_alm	genus	g__Eggerthella		uc	cd		kruskal_wallis		
ibd_alm	genus	g__Coprobacillus		uc	cd		kruskal_wallis		
ibd_alm	genus	g__Butyricimonas		uc	cd		kruskal_wallis		
ibd_alm	genus	g__Akkermansia		uc	cd		kruskal_wallis		
ibd_alm	genus	g__Alistipes		uc	cd		kruskal_wallis		
ibd_hut	family	f__Leuconostocaceae		uc	control	0.1989147	boosted_glm	yes	FDR
ibd_hut	class	c__Clostridia		uc	control	0.1604611	boosted_glm	yes	FDR
ibd_hut	class	c__Clostridia		cd	control	0.08257921	boosted_glm	yes	FDR
ibd_hut	order	o__Clostridiales		uc	control	0.1890813	boosted_glm	yes	FDR
ibd_hut	order	o__Clostridiales		cd	control	0.1104799	boosted_glm	yes	FDR
ibd_hut	family	f__Clostridiaceae		control	uc	0.01442782	boosted_glm	yes	FDR
ibd_hut	family	f__Clostridiaceae		control	cd	0.03746349	boosted_glm	yes	FDR
ibd_hut	genus	g__Clostridium		control	uc	0.05757868	boosted_glm	yes	FDR
ibd_hut	genus	g__Clostridium		control	cd	0.1168848	boosted_glm	yes	FDR
ibd_hut	genus	f__Clostridiaceae;g__		control	uc	0.2001949	boosted_glm	yes	FDR
ibd_hut	genus	f__Clostridiaceae;g__		control	cd	0.1013186	boosted_glm	yes	FDR
ibd_hut	genus	g__Roseburia		uc	control	0.0132324	boosted_glm	yes	FDR
ibd_hut	genus	g__Roseburia		cd	control	0.000195727	boosted_glm	yes	FDR
ibd_hut	family	f__Ruminococcaceae		cd	control	0.1981368	boosted_glm	yes	FDR
ibd_hut	genus	g__Phascolarctobacterium		uc	control	0.01728388	boosted_glm	yes	FDR
ibd_hut	genus	g__Phascolarctobacterium		cd	control	0.01929441	boosted_glm	yes	FDR
ibd_hut	genus	f__Veillonellaceae;g__		uc	control	0.01429769	boosted_glm	yes	FDR
ibd_hut	genus	f__Veillonellaceae;g__		cd	control	0.051412	boosted_glm	yes	FDR
ibd_hut	phylum	p__Proteobacteria		control	cd	0.1580026	boosted_glm	yes	FDR
ibd_hut	class	c__Gammaproteobacteria		control	cd	0.08468502	boosted_glm	yes	FDR
ibd_hut	family	f__Enterobacteriaceae		control	cd	0.1802861	boosted_glm	yes	FDR
ibd_hut	genus	g__Escherichia-Shigella		control	cd	0.2126664	boosted_glm	yes	FDR
ibd_hut	genus	f__Enterobacteriaceae;g__		control	cd	0.1436271	boosted_glm	yes	FDR
nash_chan	genus	g__Parabacteroides		control	nash	<0.05	t_test	unk	
nash_chan	genus	g__Faecalibacterium		nash	control	<0.05	t_test	unk	
nash_chan	genus	g__Allisonella		control	nash	<0.05	t_test	unk	
nash_chan	genus	g__Anaerosporobacter		nash	control	<0.05	t_test	unk	
nash_chan	family	f__Succinivibrionaceae		control	nash	<0.05	t_test	unk	
nash_chan	family	f__Porphorymonadaceae		control	nash	<0.05	t_test	unk	
nash_chan	family	o__Clostridiales;f__		nash	control	<0.05	t_test	unk	
nash_chan	phylum	f__Firmicutes		nash	control	<0.05	t_test	unk	
nash_chan	class	c__Clostridia		nash	control	<0.05	t_test	unk	
nash_chan	class	p__Firmicutes;c__		nash	control	<0.05	t_test	unk	
nash_chan	order	o__Aeromonadales		control	nash	<0.05	t_test	unk	
nash_chan	order	o__Clostridiales		nash	control	<0.05	t_test	unk	
nash_chan		alpha_diversity	x				"shannon, simpson, evenness, chao1"		
nash_baker		alpha_diversity					chao1		
nash_baker		alpha_diversity	x				faiths_phylogenetic		
nash_baker	phylum	p__Bacteroidetes		control	ob	0.0092	anova	yes	tukeys
nash_baker	phylum	p__Bacteroidetes		control	nash	0.0092	anova	yes	tukeys
nash_baker	phylum	p__Firmicutes		ob	control	0.0022	anova	yes	tukeys
nash_baker	phylum	p__Firmicutes		nash	control	0.0022	anova	yes	tukeys
nash_baker	phylum	p__Actinobacteria		nash	control	0.0262	anova	yes	tukeys
nash_baker	phylum	p__Proteobacteria		control	nash	0.0007	anova	yes	tukeys
nash_baker	phylum	p__Proteobacteria		ob	nash	0.0007	anova	yes	tukeys
nash_baker	family	f__Bifidobacteriaceae		nash	control	0.0446	anova	yes	tukeys
nash_baker	genus	g__Bifidobacterium		nash	control	0.0454	anova	yes	tukeys
nash_baker	family	f__Bifidobacteriaceae		ob	control	0.0446	anova	yes	tukeys
nash_baker	genus	g__Bifidobacterium		ob	control	0.0454	anova	yes	tukeys
nash_baker	family	f__Prevotellaceae		control	nash	0.0295	anova	yes	tukeys
nash_baker	family	f__Prevotellaceae		control	ob	0.0295	anova	yes	tukeys
nash_baker	genus	g__Prevotella		control	ob	0.0282	anova	yes	tukeys
nash_baker	genus	g__Prevotella		control	nash	0.0282	anova	yes	tukeys
nash_baker	family	f__Rikenellaceae		nash	control	0.0046	anova	yes	tukeys
nash_baker	family	g__Alistipes		nash	control	0.0048	anova	yes	tukeys
nash_baker	family	f__Rikenellaceae		ob	control	0.0046	anova	yes	tukeys
nash_baker	family	g__Alistipes		ob	control	0.0048	anova	yes	tukeys
nash_baker	family	f__Lachnospiraceae		ob	control	0.0008	anova	yes	tukeys
nash_baker	family	f__Lachnospiraceae		nash	control	0.0008	anova	yes	tukeys
nash_baker	family	f__Ruminococcaceae		nash	control	0.0007	anova	yes	tukeys
nash_baker	family	f__Ruminococcaceae		ob	control	0.0007	anova	yes	tukeys
nash_baker	genus	g__Blautia		nash	control	0.0058	anova	yes	tukeys
nash_baker	genus	g__Blautia		ob	control	0.0058	anova	yes	tukeys
nash_baker	genus	g__Faecalibacterium		ob	control	0.104	anova	yes	tukeys
nash_baker	genus	g__Faecalibacterium		nash	control	0.104	anova	yes	tukeys
nash_baker	family	f__Enterobacteriaceae		nash	control	0.0075	anova	yes	tukeys
nash_baker	family	f__Enterobacteriaeceae		ob	nash	0.0075	anova	yes	tukeys
nash_baker	genus	g__Escherichia		ob	nash	0.0124	anova	yes	tukeys
nash_baker	genus	g__Escherichia		control	nash	0.0124	anova	yes	tukeys
ob_gord		alpha_diversity		ob	control				
ob_gord	phylum	p__Bacteroidetes		ob	control				
ob_gord	phylum	p__Actinobacteria		control	ob				
ob_zup	otu	g__Collinsella;s__aerofaciens		control	ob	<0.001	spearman_corr	unk	
ob_zup	otu	g__Lachnobacterium;s__bovis		ob	control	<0.001	spearman_corr	unk	
ob_zup	otu	g__Anaerotruncus;s__colihominis		ob	control	<0.001	spearman_corr	unk	
ob_zup	otu	g__Faecalibacterium;s__prausnitzii		ob	control	<0.001	spearman_corr	unk	
ob_zup	otu	g__Clostridium;s__leptum		ob	control	<0.001	spearman_corr	unk	
ob_escobar	phylum	p__Firmicutes		ob	control		pearson	yes	FDR
ob_escobar	genus	f__Ruminococcaceae;g__		ob	control		pearson	yes	FDR
ob_escobar	genus	o__Clostridiales;f__;g__		ob	control		pearson	yes	FDR
ob_escobar	genus	g__Dialister		ob	control		pearson	yes	FDR
ob_escobar	genus	g__Oscillospira		ob	control		pearson	yes	FDR
ob_goodrich	Class	k__Bacteria;p__Tenericutes;c__RF3		ob	control	3.84E-05	t_test	yes	FDR
ob_goodrich	Class	k__Bacteria;p__Tenericutes;c__Mollicutes		ob	control	0.000262254	t_test	yes	FDR
ob_goodrich	Class	k__Archaea;p__Euryarchaeota;c__Methanobacteria		ob	control	0.009052345	t_test	yes	FDR
ob_goodrich	Class	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria		ob	control	0.044295922	t_test	yes	FDR
ob_goodrich	Family	k__Bacteria;p__Tenericutes;c__RF3;o__ML615J;28;f__		ob	control	3.84E-05	t_test	yes	FDR
ob_goodrich	Family	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae		ob	control	0.000126184	t_test	yes	FDR
ob_goodrich	Family	k__Bacteria;p__Tenericutes;c__Mollicutes;o__RF39;f__		ob	control	0.000282797	t_test	yes	FDR
ob_goodrich	Family	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Dehalobacteriaceae		ob	control	0.000339249	t_test	yes	FDR
ob_goodrich	Family	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__		ob	control	0.00038986	t_test	yes	FDR
ob_goodrich	Family	k__Bacteria;p__Firmicutes;c__Clostridia;o__SHA;98;f__		ob	control	0.002002314	t_test	yes	FDR
ob_goodrich	Family	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae		ob	control	0.004816193	t_test	yes	FDR
ob_goodrich	Family	k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae		ob	control	0.009052345	t_test	yes	FDR
ob_goodrich	Family	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;Mogibacteriaceae;		ob	control	0.009097851	t_test	yes	FDR
ob_goodrich	Family	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae		ob	control	0.010664878	t_test	yes	FDR
ob_goodrich	Family	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae		control	ob	0.022494245	t_test	yes	FDR
ob_goodrich	Family	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae		control	ob	0.044142592	t_test	yes	FDR
ob_goodrich	Genus	k__Bacteria;p__Tenericutes;c__RF3;o__ML615J;28;f__;g__		ob	control	3.84E-05	t_test	yes	FDR
ob_goodrich	Genus	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__		ob	control	0.000128289	t_test	yes	FDR
ob_goodrich	Genus	k__Bacteria;p__Tenericutes;c__Mollicutes;o__RF39;f__;g__		ob	control	0.000282797	t_test	yes	FDR
ob_goodrich	Genus	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__		ob	control	0.00038986	t_test	yes	FDR
ob_goodrich	Genus	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Dehalobacteriaceae;g__Dehalobacterium		ob	control	0.00038986	t_test	yes	FDR
ob_goodrich	Genus	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira		ob	control	0.000462957	t_test	yes	FDR
ob_goodrich	Genus	k__Bacteria;p__Firmicutes;c__Clostridia;o__SHA;98;f__;g__		ob	control	0.002002314	t_test	yes	FDR
ob_goodrich	Genus	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;Mogibacteriaceae;g__		ob	control	0.004511267	t_test	yes	FDR
ob_goodrich	Genus	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea		control	ob	0.004816193	t_test	yes	FDR
ob_goodrich	Genus	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__		ob	control	0.004816193	t_test	yes	FDR
ob_goodrich	Genus	k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter		ob	control	0.00780729	t_test	yes	FDR
ob_goodrich	Genus	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__		ob	control	0.009524299	t_test	yes	FDR
ob_goodrich	Genus	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__		ob	control	0.009661622	t_test	yes	FDR
ob_goodrich	Genus	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira		ob	control	0.010436368	t_test	yes	FDR
ob_goodrich	Genus	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__		control	ob	0.015152688	t_test	yes	FDR
ob_goodrich	Genus	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__		ob	control	0.018318418	t_test	yes	FDR
ob_goodrich	Genus	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;Ruminococcus;		control	ob	0.026889512	t_test	yes	FDR
ob_goodrich	Genus	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina		ob	control	0.046204831	t_test	yes	FDR
ob_goodrich	Genus	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia		control	ob	0.047806738	t_test	yes	FDR
ob_goodrich	Genus	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Eggerthella		control	ob	0.048502355	t_test	yes	FDR
ob_goodrich	Genus	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__;Odoribacteraceae;g__Butyricimonas		ob	control	0.048773243	t_test	yes	FDR
ob_goodrich	Order	k__Bacteria;p__Tenericutes;c__RF3;o__ML615J;28		ob	control	3.84E-05	t_test	yes	FDR
ob_goodrich	Order	k__Bacteria;p__Tenericutes;c__Mollicutes;o__RF39		ob	control	0.000282797	t_test	yes	FDR
ob_goodrich	Order	k__Bacteria;p__Firmicutes;c__Clostridia;o__SHA;98		ob	control	0.002002314	t_test	yes	FDR
ob_goodrich	Order	k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales		ob	control	0.009052345	t_test	yes	FDR
ob_goodrich	Order	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales		control	ob	0.047806738	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__		ob	control	3.84E-05	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__		ob	control	3.84E-05	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__		ob	control	6.65E-05	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__		ob	control	9.72E-05	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__		ob	control	0.000184108	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__		ob	control	0.000218124	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__		ob	control	0.000262254	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira;s__		ob	control	0.000262254	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__		ob	control	0.000282797	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__		ob	control	0.000282797	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__		ob	control	0.000282797	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__		ob	control	0.000282797	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__		ob	control	0.000282797	t_test	yes	FDR
ob_goodrich	OTU	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__		ob	control	0.00038986	t_test	yes	FDR
